time,V1,I1
0.0,0.00217755,3.18288e-06
0.00100352,0.00221423,2.30003e-06
0.00200704,0.00222034,-2.428e-07
0.00301056,0.0021958900000000003,-6.9947e-07
0.00401408,0.0021531000000000002,-7.1665e-07
0.0050176,0.00216777,-1.2789999999999999e-08
0.00602112,0.00226436,5.7869e-07
0.0070246399999999995,0.00234017,4.8139e-07
0.00802816,0.00232549,2.7432099999999997e-06
0.00903168,0.00229493,2.86189e-06
0.0100352,0.00230104,4.7157e-07
0.01103872,0.00233405,4.379999999999999e-09
0.01204224,0.00235361,-8.029e-08
0.01304576,0.00234017,-2.8592e-07
0.014049279999999999,0.00224235,-4.7753e-07
0.0150528,0.00214454,-2.2001e-07
0.01605632,0.0021200900000000003,2.2453399999999997e-06
0.01705984,0.00215677,3.0521e-06
0.01806336,0.00218489,8.775899999999999e-07
0.019066879999999998,0.00216288,-5.8254e-07
0.0200704,0.00213231,-8.4077e-07
0.02107392,0.00208585,-5.5484e-07
0.02207744,0.00216043,4.3809e-07
0.023080959999999998,0.00228025,6.0218e-07
0.02408448,0.00231571,8.479599999999999e-07
0.025088,0.00229248,2.11245e-06
0.02609152,0.00225091,1.1689499999999998e-06
0.02709504,0.00226803,-4.943e-08
0.028098559999999998,0.00227659,-7.852999999999999e-08
0.02910208,0.00230226,-3.313e-08
0.0301056,0.00227047,-2.8785e-07
0.03110912,0.00217022,-5.0839e-07
0.03211264,0.00210297,4.3457999999999996e-07
0.03311616,0.00211397,2.83262e-06
0.03411968,0.00213843,2.56142e-06
0.0351232,0.0021372,4.5049999999999996e-08
0.03612672,0.00211764,-6.317999999999999e-07
0.03713024,0.00208585,-8.1588e-07
0.038133759999999996,0.00207485,-1.9580999999999998e-07
0.039137279999999997,0.00216532,4.6525999999999997e-07
0.0401408,0.0022337900000000003,3.3974e-07
0.04114432,0.00222768,1.99412e-06
0.04214784,0.00218978,3.5305199999999996e-06
0.04315136,0.00216288,8.493599999999999e-07
0.04415488,0.00218122,-1.227e-08
0.0451584,0.0022448,1.9844e-07
0.046161919999999995,0.00229493,-3.506e-08
0.047165439999999996,0.00223624,-3.5744999999999996e-07
0.04816896,0.00214698,-3.6481e-07
0.04917248,0.00212987,1.25047e-06
0.050176,0.00214698,2.64364e-06
0.05117952,0.00217755,1.52938e-06
0.05218304,0.0021958900000000003,-4.458e-07
0.05318656,0.00216166,-6.4583e-07
0.05419008,0.00214454,-5.7202e-07
0.055193599999999995,0.00220078,2.4385e-07
0.056197119999999996,0.00230593,4.9857e-07
0.05720064,0.00233038,9.7997e-07
0.05820416,0.00227536,2.72708e-06
0.05920768,0.00222768,1.99202e-06
0.0602112,0.00220812,7.871e-08
0.06121472,0.00222279,1.8929999999999998e-08
0.06221824,0.00228392,1.4181999999999998e-07
0.06322176,0.0022827,-2.435e-07
0.06422528,0.0021910000000000002,-4.7542999999999996e-07
0.0652288,0.00210664,-7.712999999999999e-08
0.06623232,0.00210908,2.3848799999999997e-06
0.06723583999999999,0.0021262,3.3311899999999997e-06
0.06823936,0.0021103100000000002,4.2546999999999996e-07
0.06924287999999999,0.00208218,-6.553e-07
0.0702464,0.00203817,-8.6093e-07
0.07124992,0.00200271,-3.741e-07
0.07225344,0.00209808,4.6158e-07
0.07325696,0.00221912,5.4836e-07
0.07426048,0.0022533600000000003,2.17031e-06
0.075264,0.00221423,3.5303399999999997e-06
0.07626751999999999,0.00220078,1.72064e-06
0.07727104,0.00223013,6.398e-08
0.07827455999999999,0.00227903,5.241e-08
0.07927808,0.00229859,-1.1954999999999998e-07
0.0802816,0.00222034,-5.2346e-07
0.08128512,0.00209441,-6.086599999999999e-07
0.08228864,0.00203817,9.417499999999999e-07
0.08329216,0.00206751,3.24862e-06
0.08429568,0.00210175,1.9893899999999997e-06
0.08529919999999999,0.00210419,-2.5682e-07
0.08630272,0.00209197,-6.453e-07
0.08730624,0.0020577300000000002,-7.5049e-07
0.08830976,0.00207118,-5.3989999999999996e-08
0.08931328,0.00216532,5.4029e-07
0.0903168,0.00222768,5.985e-07
0.09132032,0.00220934,2.16049e-06
0.09232383999999999,0.00216288,2.35876e-06
0.09332736,0.00215188,3.8217e-07
0.09433087999999999,0.00217144,-8.711999999999999e-08
0.0953344,0.00221179,7.782999999999999e-08
0.09633792,0.00222646,-1.5917e-07
0.09734144,0.00213598,-4.8893e-07
0.09834496,0.0020626200000000003,-1.9195999999999998e-07
0.09934848,0.0020626200000000003,1.83021e-06
0.100352,0.0020907400000000002,3.40903e-06
0.10135551999999999,0.00211275,1.0693699999999999e-06
0.10235904,0.00210175,-6.0428e-07
0.10336255999999999,0.0020626200000000003,-8.1272e-07
0.10436608,0.00201738,-6.284699999999999e-07
0.1053696,0.00208463,1.5619e-07
