timestamp,vwc,temp,ec,raw_vwc,v,i,p,data,measurement,unit,type
2025-02-25 23:07:35,void,void,void,void,5.7970770232797,393.259473724239,2.279755459313853,void,void,void,void
2025-02-25 23:12:35,void,void,void,void,5.7986518632797,392.68528473433497,2.277045258007271,void,void,void,void
2025-02-25 23:17:35,void,void,void,void,5.8289675332797,392.700326401356,2.289037452901845,void,void,void,void
2025-02-25 23:22:35,void,void,void,void,5.8309360832797,393.68573324871596,2.2955563474723646,void,void,void,void
2025-02-25 23:27:35,void,void,void,void,5.8407788332797,392.83807017100503,2.2944802851612516,void,void,void,void
2025-02-25 23:32:35,void,void,void,void,5.8364480232797,393.693076424742,2.297769177678089,void,void,void,void
2025-02-25 23:37:35,void,void,void,void,5.8581020732797,392.480386435545,2.299190165499684,void,void,void,void
2025-02-25 23:42:35,void,void,void,void,5.8726693432797,393.81187006271097,2.3127268963369314,void,void,void,void
2025-02-25 23:47:35,void,void,void,void,5.8695196632797,393.47751867688197,2.3095240329324644,void,void,void,void
2025-02-25 23:52:35,void,void,void,void,5.8801498332797,394.29190058583,2.318495453493304,void,void,void,void
2025-02-25 23:57:35,void,void,void,void,5.8994416232797,394.847613197346,2.3293804441490664,void,void,void,void
2025-02-26 00:02:35,void,void,void,void,5.9006227532797,394.266791661354,2.3264196017395724,void,void,void,void
2025-02-26 00:07:35,void,void,void,void,5.9329069732796995,394.29533529719697,2.339317544316397,void,void,void,void
2025-02-26 00:12:35,void,void,void,void,5.9289698732797,394.274963905641,2.3376443827849864,void,void,void,void
2025-02-26 00:17:35,void,void,void,void,5.9458994032797,393.794104314261,2.341460129857228,void,void,void,void
2025-02-26 00:22:35,void,void,void,void,5.9655849032797,393.927465865959,2.350007743357194,void,void,void,void
2025-02-26 00:27:35,void,void,void,void,5.9762150732797,393.005068206435,2.348682812490613,void,void,void,void
2025-02-26 00:32:35,void,void,void,void,5.9935383132797,395.17817455683905,2.368515529778348,void,void,void,void
2025-02-26 00:37:35,void,void,void,void,6.0112552632797,394.477967191263,2.371307756526356,void,void,void,void
2025-02-26 00:42:35,void,void,void,void,6.0407835132797,394.75617881199,2.3846366167327626,void,void,void,void
2025-02-26 00:47:35,void,void,void,void,6.0671620832797,394.240853668617,2.3919231590580536,void,void,void,void
2025-02-26 00:52:35,void,void,void,void,6.0762174132797,394.31061384086405,2.395917018060865,void,void,void,void
2025-02-26 00:57:35,void,void,void,void,6.1069267932797,394.853890428465,2.41134380288832,void,void,void,void
2025-02-26 01:02:35,void,void,void,void,6.1222814832797,393.240523592559,2.407529176065938,void,void,void,void
2025-02-26 01:07:35,void,void,void,void,6.1502348932797,394.793960637027,2.428075592365936,void,void,void,void
2025-02-26 01:12:35,void,void,void,void,6.1616524832797,394.22048227706097,2.429049613582174,void,void,void,void
2025-02-26 01:17:35,void,void,void,void,6.1990549332797,392.69203571874596,2.4343195012819403,void,void,void,void
2025-02-26 01:22:35,void,void,void,void,6.2222838232796995,393.630185675229,2.449278736681562,void,void,void,void
2025-02-26 01:27:35,void,void,void,void,6.2522057832797,395.28915126549,2.4714291176098206,void,void,void,void
2025-02-26 01:32:35,void,void,void,void,6.2817340332797,394.816227041751,2.4801305302992525,void,void,void,void
2025-02-26 01:37:35,void,void,void,void,6.2884271032797,395.699421616362,2.488326967644432,void,void,void,void
2025-02-26 01:42:35,void,void,void,void,6.3199239032797,395.044931443464,2.4966539050990386,void,void,void,void
2025-02-26 01:47:35,void,void,void,void,6.3545703832797,395.97017162274,2.516220325256043,void,void,void,void
2025-02-26 01:52:35,void,void,void,void,6.3474836032797,395.073001326015,2.5077193980153796,void,void,void,void
2025-02-26 01:57:35,void,void,void,void,6.4033904232797,394.909556440275,2.5287600717712917,void,void,void,void
2025-02-26 02:02:35,void,void,void,void,6.4325249632797,393.698643025923,2.5324763492735927,void,void,void,void
2025-02-26 02:07:35,void,void,void,void,6.4565412732797,394.623409451907,2.5479023305285917,void,void,void,void
2025-02-26 02:12:35,void,void,void,void,6.4982745332797,394.96095867245697,2.5665647393809636,void,void,void,void
2025-02-26 02:17:35,void,void,void,void,6.5014242132797,394.729174874346,2.56630181521599,void,void,void,void
2025-02-26 02:22:35,void,void,void,void,6.5404015032797,394.723489834842,2.58165010629561,void,void,void,void
2025-02-26 02:27:35,void,void,void,void,6.5730794332797,394.660717523652,2.5941362454781265,void,void,void,void
2025-02-26 02:32:35,void,void,void,void,6.5978831632797,394.843941609333,2.6051341944672117,void,void,void,void
2025-02-26 02:37:35,void,void,void,void,6.6285925432797,394.98843636339296,2.618217403960095,void,void,void,void
2025-02-26 02:42:35,void,void,void,void,6.6573333732797,394.93833695276396,2.6292361709832193,void,void,void,void
2025-02-26 02:47:35,void,void,void,void,6.7073345432797,395.725359609099,2.654262374157891,void,void,void,void
2025-02-26 02:52:35,void,void,void,void,6.7305634332797,395.348725741959,2.6609196768725543,void,void,void,void
2025-02-26 02:57:35,void,void,void,void,6.7624539432797,394.466952427224,2.667564597935007,void,void,void,void
2025-02-26 03:02:35,void,void,void,void,6.7998563932797,393.259236847593,2.674106335894401,void,void,void,void
2025-02-26 03:07:35,void,void,void,void,6.8608814432797,393.261368737407,2.698119627129251,void,void,void,void
2025-02-26 03:12:35,void,void,void,void,6.8683619332797,393.42351080159403,2.702175065246923,void,void,void,void
2025-02-26 03:17:35,void,void,void,void,6.9037958332797,392.789865773544,2.711741038681886,void,void,void,void
2025-02-26 03:22:35,void,void,void,void,6.9600963632797,393.964537061058,2.74203114165984,void,void,void,void
2025-02-26 03:27:35,void,void,void,void,7.0002547832797,393.90519946123504,2.7574367566872544,void,void,void,void
2025-02-26 03:32:35,void,void,void,void,7.0317515832797,394.948522648542,2.777179899447864,void,void,void,void
2025-02-26 03:37:35,void,void,void,void,7.0600987032797,394.534580709657,2.7854530816672494,void,void,void,void
2025-02-26 03:42:35,void,void,void,void,7.1282105332797,394.388427819075,2.811283745383551,void,void,void,void
2025-02-26 03:47:35,void,void,void,void,7.1482897432797,394.408443895662,2.8193458341622675,void,void,void,void
2025-02-26 03:52:35,void,void,void,void,7.1876607432797,393.40621880643596,2.827670435077124,void,void,void,void
2025-02-26 03:57:35,void,void,void,void,7.2274254532797,393.346881206613,2.8428852612008613,void,void,void,void
2025-02-26 04:07:35,void,void,void,void,7.3034114832797,395.271977708655,2.8868339010160686,void,void,void,void
2025-02-26 04:12:35,void,void,void,void,7.3018366432797,394.83790125486,2.8830418555383885,void,void,void,void
2025-02-26 04:17:35,void,void,void,void,7.3435699032797,395.03616700756197,2.9009757067437056,void,void,void,void
2025-02-26 04:22:35,void,void,void,void,7.3431761932797,395.16526477963197,2.901768164740863,void,void,void,void
2025-02-26 04:27:35,void,void,void,void,7.3679799232797,393.98704034242803,2.902888603275399,void,void,void,void
2025-02-26 04:32:35,void,void,void,void,7.4045949532797,393.333260799468,2.9124734778727888,void,void,void,void
2025-02-26 04:37:35,void,void,void,void,7.4427848232797,395.68923592058405,2.9450298398448633,void,void,void,void
2025-02-26 04:42:35,void,void,void,void,7.4790061432797,393.383241771774,2.9421156818743817,void,void,void,void
2025-02-26 04:47:35,void,void,void,void,7.4868803432797,394.14148391562003,2.9508901283989477,void,void,void,void
2025-02-26 04:52:35,void,void,void,void,7.5116840732797,395.24769785244,2.968975836958641,void,void,void,void
2025-02-26 04:57:35,void,void,void,void,7.5132589132797,395.39314011308403,2.9706910342042776,void,void,void,void
2025-02-26 05:02:35,void,void,void,void,7.5817644532797,394.561229332332,2.9914703031942147,void,void,void,void
2025-02-26 05:07:35,void,void,void,void,7.5809770332797,394.308718827696,2.989245341454706,void,void,void,void
2025-02-26 05:12:35,void,void,void,void,7.6282222332797,395.49191767446604,3.0169002394867865,void,void,void,void
2025-02-26 05:17:35,void,void,void,void,7.6329467532797,395.47012502303403,3.0186024068136845,void,void,void,void
2025-02-26 05:22:35,void,void,void,void,7.6845227632797,394.419340221378,3.0309243982089398,void,void,void,void
2025-02-26 05:27:35,void,void,void,void,7.7203503732797,395.953234942551,3.0568977051900283,void,void,void,void
2025-02-26 05:32:35,void,void,void,void,7.7557842732797,395.982489208332,3.0711547622961297,void,void,void,void
2025-02-26 05:37:35,void,void,void,void,7.7853125232797,395.077620420612,3.0758027459281343,void,void,void,void
2025-02-26 05:42:35,void,void,void,void,7.830195463279699,395.064592205082,3.0934329775866773,void,void,void,void
2025-02-26 05:47:35,void,void,void,void,7.862085973279699,396.75079860963297,3.1192888886363144,void,void,void,void
2025-02-26 05:52:35,void,void,void,void,7.878621793279701,393.806777214822,3.1026546573059406,void,void,void,void
2025-02-26 05:57:35,void,void,void,void,7.9254732832797,394.058813966166,3.1231026021297343,void,void,void,void
2025-02-26 06:02:35,void,void,void,void,7.9762618732797,395.49440487924903,3.154566942733799,void,void,void,void
2025-02-26 06:07:35,void,void,void,void,8.0065775432797,395.24722409914796,3.164577548515877,void,void,void,void
2025-02-26 06:12:35,void,void,void,void,8.0270504632797,393.865285746384,3.1615765244203033,void,void,void,void
2025-02-26 06:17:35,void,void,void,void,8.0424051532797,394.68168110682296,3.1741899860386087,void,void,void,void
2025-02-26 06:22:35,void,void,void,void,8.0605158132797,394.41957709802404,3.179225238265714,void,void,void,void
2025-02-26 06:27:35,void,void,void,void,8.0955560032797,394.11436153965303,3.1905748855410843,void,void,void,void
2025-02-26 06:32:35,void,void,void,void,8.1010679432797,392.33885263956,3.1783637020214783,void,void,void,void
2025-02-26 06:37:35,void,void,void,void,8.1164226332797,393.71392156959,3.1955485840647295,void,void,void,void
2025-02-26 06:42:35,void,void,void,void,8.1498879832797,394.45179232188,3.21473792222723,void,void,void,void
2025-02-26 06:47:35,void,void,void,void,8.2089444832797,394.504023622323,3.238461628346113,void,void,void,void
2025-02-26 06:52:35,void,void,void,void,8.2085507732797,394.38191371131,3.237303962762502,void,void,void,void
2025-02-26 06:57:35,void,void,void,void,8.2424098332797,392.432063599761,3.2345858999089145,void,void,void,void
2025-02-26 07:02:35,void,void,void,void,8.2805997032797,392.36964660354005,3.249055979241234,void,void,void,void
2025-02-26 07:07:35,void,void,void,void,8.2813871232797,391.945400530554,3.2458515929824348,void,void,void,void
2025-02-26 07:12:35,void,void,void,void,8.2924110032797,393.314073791142,3.2615219532504294,void,void,void,void
2025-02-26 07:17:35,void,void,void,void,8.3187895732797,393.138903511425,3.270439811381456,void,void,void,void
2025-02-26 07:22:35,void,void,void,void,8.3372939432797,392.16877520773204,3.2696263542828423,void,void,void,void
2025-02-26 07:27:35,void,void,void,void,8.3538297632797,392.35472337484197,3.277664565892129,void,void,void,void
2025-02-26 07:32:35,void,void,void,void,8.3924133432797,392.824923517152,3.296749129698174,void,void,void,void
2025-02-26 07:37:35,void,void,void,void,8.4215478832797,392.90688283666805,3.3088841274791667,void,void,void,void
2025-02-26 07:42:35,void,void,void,void,8.4309969232797,392.667992739177,3.310582638654417,void,void,void,void
2025-02-26 07:47:35,void,void,void,void,8.4746987332797,392.722829682726,3.3282076672422174,void,void,void,void
2025-02-26 07:52:35,void,void,void,void,8.4955653632797,393.84254558836795,3.345915088886445,void,void,void,void
2025-02-26 07:57:35,void,void,void,void,8.5069829532797,394.119928140834,3.352771510241895,void,void,void,void
2025-02-26 08:02:35,void,void,void,void,8.5333615232797,393.97199867540695,3.361905494746319,void,void,void,void
2025-02-26 08:07:35,void,void,void,void,8.5282432932797,394.21313910103504,3.3619455596611396,void,void,void,void
2025-02-26 08:12:35,void,void,void,void,8.5628897732797,393.75430903773304,3.3716747460440186,void,void,void,void
2025-02-26 08:17:35,void,void,void,void,8.5876935032797,394.26904198949103,3.385861690437463,void,void,void,void
2025-02-26 08:22:35,void,void,void,void,8.5707639732797,393.828688304577,3.375412733364869,void,void,void,void
2025-02-26 08:27:35,void,void,void,void,8.5951739932797,394.041521971008,3.386855441917559,void,void,void,void
2025-02-26 08:32:35,void,void,void,void,8.6152532032797,394.678720148748,3.4002571080278337,void,void,void,void
2025-02-26 08:37:35,void,void,void,void,8.6345449932797,393.182488814289,3.394951890236671,void,void,void,void
2025-02-26 08:42:35,void,void,void,void,8.6605298532797,393.30080869896597,3.4061933950564436,void,void,void,void
2025-02-26 08:47:35,void,void,void,void,8.6798216432797,393.869549526012,3.4187174406047047,void,void,void,void
2025-02-26 08:52:35,void,void,void,void,8.6687977632797,392.22337527463503,3.4001051182867705,void,void,void,void
2025-02-26 08:57:35,void,void,void,void,8.6975385932797,392.49684936244205,3.413756495070529,void,void,void,void
2025-02-26 09:02:35,void,void,void,void,8.725492003279701,391.818197771652,3.418806551396014,void,void,void,void
2025-02-26 09:07:35,void,void,void,void,8.7404529832797,392.688127254087,3.432272113356503,void,void,void,void
2025-02-26 09:12:35,void,void,void,void,8.7636818732797,393.651623011692,3.449837592974699,void,void,void,void
2025-02-26 09:17:35,void,void,void,void,8.808958523279701,393.640963562622,3.4675669210869935,void,void,void,void
2025-02-26 09:22:35,void,void,void,void,8.8243132132797,392.421641027337,3.462851472094433,void,void,void,void
2025-02-26 09:27:35,void,void,void,void,8.8388804832797,394.540739502453,3.487298442246972,void,void,void,void
2025-02-26 09:37:35,void,void,void,void,8.893212463279701,393.756914680839,3.501763901142199,void,void,void,void
2025-02-26 09:42:35,void,void,void,void,8.894787303279701,393.292636454679,3.4982543492104785,void,void,void,void
2025-02-26 09:47:35,void,void,void,void,8.9258903932797,393.00802916451005,3.507946592001288,void,void,void,void
2025-02-26 09:52:35,void,void,void,void,8.9640802632797,393.634804769826,3.528573984377155,void,void,void,void
2025-02-26 09:57:35,void,void,void,void,8.9518752532797,392.929267679715,3.5174537876313563,void,void,void,void
2025-02-26 10:02:35,void,void,void,void,8.9916399632797,393.929597755773,3.5420731138995056,void,void,void,void
2025-02-26 10:07:35,void,void,void,void,9.014868853279701,393.259236847593,3.5451804455219107,void,void,void,void
2025-02-26 10:12:35,void,void,void,void,9.0380977432797,393.298913685798,3.5546740242179684,void,void,void,void
2025-02-26 10:17:35,void,void,void,void,9.0668385732797,393.441039673398,3.5672663948220342,void,void,void,void
2025-02-26 10:27:35,void,void,void,void,9.1058158632797,392.441420227278,3.5734993097135628,void,void,void,void
2025-02-26 10:32:35,void,void,void,void,9.1274699132797,392.457646277529,3.5821453586347136,void,void,void,void
