time,V1,I1
0.0,0.00212253,4.3194e-06
0.00100352,0.00215677,2.7628499999999997e-06
0.00200704,0.0021531000000000002,-3.0766e-07
0.00301056,0.00212987,-6.6441e-07
0.00401408,0.00210419,-7.120999999999999e-07
0.0050176,0.00212131,6.169999999999999e-08
0.00602112,0.00220567,5.7202e-07
0.0070246399999999995,0.00225947,7.7854e-07
0.00802816,0.0022289000000000002,3.1216999999999997e-06
0.00903168,0.00220567,3.3995599999999998e-06
0.0100352,0.00221423,7.2016e-07
0.01103872,0.00227292,1.0009999999999999e-07
0.01204224,0.00232794,1.3971999999999998e-07
0.01304576,0.00234139,-1.1692999999999999e-07
0.014049279999999999,0.0022484700000000002,-5.274999999999999e-07
0.0150528,0.00214576,-2.7856e-07
0.01605632,0.0021262,2.1955499999999997e-06
0.01705984,0.00214454,3.7931299999999997e-06
0.01806336,0.00217877,1.0921599999999998e-06
0.019066879999999998,0.00216655,-5.586999999999999e-07
0.0200704,0.00213843,-7.4172e-07
0.02107392,0.00211764,-4.0810999999999997e-07
0.02207744,0.00220323,5.3924e-07
0.023080959999999998,0.00230593,5.175e-07
0.02408448,0.0023242700000000002,1.5385e-06
0.025088,0.00228881,3.88043e-06
0.02609152,0.00224969,2.25463e-06
0.02709504,0.0022484700000000002,2.9269999999999997e-08
0.028098559999999998,0.00227292,7.88e-09
0.02910208,0.00231204,-2.769e-08
0.0301056,0.00226925,-3.6201e-07
0.03110912,0.00214454,-5.1978e-07
0.03211264,0.00206507,8.277999999999999e-07
0.03311616,0.0020907400000000002,3.8411599999999995e-06
0.03411968,0.00212987,3.13941e-06
0.0351232,0.00215432,1.2832e-07
0.03612672,0.00214087,-6.586299999999999e-07
0.03713024,0.00209441,-8.4375e-07
0.038133759999999996,0.00208952,-1.0606e-07
0.039137279999999997,0.00219345,6.931599999999999e-07
0.0401408,0.0022827,5.701e-07
0.04114432,0.00227414,2.4318599999999997e-06
0.04214784,0.00223257,3.18411e-06
0.04315136,0.00222768,9.0073e-07
0.04415488,0.00225947,2.629e-08
0.0451584,0.00229982,2.8039999999999998e-08
0.046161919999999995,0.0023193800000000002,-1.3322999999999998e-07
0.047165439999999996,0.00223868,-4.4334999999999996e-07
0.04816896,0.00212987,-3.1835e-07
0.04917248,0.00210541,2.17802e-06
0.050176,0.0021372,4.84498e-06
0.05117952,0.00214943,2.2355199999999997e-06
0.05218304,0.00213231,-5.6116e-07
0.05318656,0.00208463,-7.853699999999999e-07
0.05419008,0.00203572,-6.6441e-07
0.055193599999999995,0.00207852,3.0678e-07
0.056197119999999996,0.00218366,6.652899999999999e-07
0.05720064,0.00223991,1.10619e-06
0.05820416,0.0022240100000000002,3.7215999999999997e-06
0.05920768,0.00217511,2.5184699999999997e-06
0.0602112,0.0021531000000000002,1.6653999999999998e-07
0.06121472,0.0021910000000000002,-4.295e-08
0.06221824,0.00222524,1.4189999999999998e-08
0.06322176,0.00220445,-2.0369999999999998e-07
0.06422528,0.0021200900000000003,-4.4544999999999996e-07
0.0652288,0.00205529,7.957999999999999e-08
0.06623232,0.00204428,2.5517799999999997e-06
0.06723583999999999,0.00207974,3.84186e-06
0.06823936,0.0020956300000000002,8.926599999999999e-07
0.06924287999999999,0.00208463,-6.169e-07
0.0702464,0.00205651,-8.1483e-07
0.07124992,0.00202961,-2.605e-07
0.07225344,0.00211764,5.871e-07
0.07325696,0.0022179,5.458999999999999e-07
0.07426048,0.00224357,1.8991e-06
0.075264,0.00222646,3.7610499999999998e-06
0.07626751999999999,0.0022179,1.7537699999999999e-06
0.07727104,0.0022337900000000003,-2.5059999999999997e-08
0.07827455999999999,0.0022533600000000003,5.959999999999999e-09
0.07927808,0.00227903,-1.2727e-07
0.0802816,0.00220567,-4.5736999999999997e-07
0.08128512,0.00208585,-4.856e-07
0.08228864,0.00203205,8.880999999999999e-07
0.08329216,0.00206384,4.2619e-06
0.08429568,0.00212375,3.7431699999999996e-06
0.08529919999999999,0.0021286400000000002,-2.3455999999999998e-07
0.08630272,0.0020883,-7.5171e-07
0.08730624,0.00205162,-7.1245e-07
0.08830976,0.00208341,1.5199e-07
0.08931328,0.00217511,6.6897e-07
0.0903168,0.0022337900000000003,7.5452e-07
0.09132032,0.00220812,2.88749e-06
0.09232383999999999,0.00217266,3.0056499999999998e-06
0.09332736,0.00216777,6.084899999999999e-07
0.09433087999999999,0.002202,1.718e-08
0.0953344,0.00223624,7.17e-08
0.09633792,0.00224724,-1.6566e-07
0.09734144,0.00216043,-4.2704e-07
0.09834496,0.00208585,-7.607999999999999e-08
0.09934848,0.0020883,2.37068e-06
0.100352,0.00212987,3.89972e-06
0.10135551999999999,0.00214332,1.2275e-06
0.10235904,0.00210664,-6.1007e-07
0.10336255999999999,0.00206507,-8.223599999999999e-07
0.10436608,0.00202594,-5.6449e-07
0.1053696,0.00208218,3.45e-07
0.10637312,0.00216899,3.2344e-07
0.10737664,0.00218733,9.4876e-07
0.10838016,0.00215677,2.8387499999999997e-06
0.10938368,0.00214454,1.94013e-06
0.11038719999999999,0.00216043,1.4743e-07
0.11139072,0.00221545,1.1465e-07
0.11239423999999999,0.00224969,-5.7799999999999995e-09
0.11339776,0.00221912,-3.5025999999999996e-07
0.11440128,0.00209808,-5.3205e-07
0.1154048,0.00202839,3.3307999999999996e-07
0.11640832,0.00204917,4.37585e-06
0.11741183999999999,0.0020956300000000002,4.43125e-06
0.11841536,0.00210908,1.9757e-07
0.11941887999999999,0.00208341,-6.638899999999999e-07
0.1204224,0.00203695,-8.6637e-07
0.12142591999999999,0.00201616,-1.5023e-07
0.12242944,0.0021262,6.836999999999999e-07
0.12343296,0.0022179,3.706e-07
0.12443648,0.00221423,1.69995e-06
0.12544,0.00217266,3.2356499999999997e-06
0.12644352,0.00214943,1.09006e-06
0.12744703999999998,0.00216043,-1.0903999999999999e-07
0.12845056,0.00219467,5.4519999999999995e-08
0.12945408,0.00222157,-6.276e-08
0.1304576,0.00216288,-4.0653e-07
0.13146112,0.00206507,-3.5043999999999995e-07
0.13246464,0.00205039,1.75325e-06
0.13346816,0.0021103100000000002,3.3129599999999996e-06
0.13447167999999998,0.00217022,1.0518399999999999e-06
0.1354752,0.00217633,-4.9191e-07
0.13647872,0.0021482100000000002,-7.4172e-07
0.13748224,0.0020993,-6.6511e-07
0.13848575999999999,0.00214087,2.4945999999999996e-07
0.13948928,0.0022337900000000003,6.283e-07
0.1404928,0.00228392,1.25011e-06
0.14149632,0.00225702,3.66743e-06
0.14249984,0.00220934,2.8504999999999996e-06
0.14350336,0.00221423,2.2526999999999998e-07
0.14450688,0.00223257,-4.6279999999999995e-08
0.14551039999999998,0.00225702,-2.8219999999999997e-08
0.14651392,0.0022337900000000003,-2.7014e-07
0.14751744,0.00212375,-4.7630999999999996e-07
0.14852096,0.00205651,1.6179999999999998e-07
0.14952448,0.00207363,3.6486799999999998e-06
0.150528,0.00211642,4.0248899999999995e-06
0.15153152,0.00213231,4.4772999999999995e-07
0.15253503999999998,0.0021103100000000002,-6.0586e-07
0.15353856,0.0020614,-8.8127e-07
0.15454208,0.00204428,-2.1177e-07
0.1555456,0.00214698,5.8167e-07
0.15654911999999999,0.00224113,5.8903e-07
0.15755264,0.00224602,1.89297e-06
0.15855616,0.0022240100000000002,3.30507e-06
0.15955967999999998,0.00220567,1.4716999999999998e-06
0.1605632,0.00221423,-6.591e-08
0.16156672,0.00223991,-1.6469999999999998e-08
0.16257024,0.00225458,-6.83e-09
0.16357375999999998,0.00220323,-4.0740999999999997e-07
0.16457728,0.00209441,-4.5631999999999995e-07
0.1655808,0.00205039,1.14055e-06
0.16658432,0.00210541,3.6979399999999996e-06
0.16758784,0.00214698,2.5679e-06
0.16859136,0.00214087,-2.5209e-07
0.16959488,0.0021262,-6.368899999999999e-07
0.17059839999999998,0.00208585,-7.5803e-07
0.17160192,0.00210908,1.1586999999999999e-07
0.17260544,0.00222157,6.647599999999999e-07
0.17360896,0.00226436,7.284e-07
0.17461248,0.00223624,2.5835099999999998e-06
0.175616,0.00218122,3.2367e-06
0.17661952,0.00218122,7.099899999999999e-07
0.17762303999999998,0.00222157,-4.154e-08
0.17862656,0.0022337900000000003,-2.734e-08
0.17963008,0.00222524,-2.2229e-07
0.1806336,0.00212498,-5.5449e-07
0.18163711999999999,0.00201616,-2.9783999999999997e-07
0.18264064,0.00199171,2.3258e-06
0.18364416,0.0020345,4.5648299999999995e-06
0.18464767999999998,0.00206507,1.77411e-06
0.1856512,0.00203817,-5.8956e-07
0.18665472,0.00201616,-6.7651e-07
0.18765824,0.00198804,-4.5982999999999996e-07
0.18866175999999998,0.00206384,4.6473999999999996e-07
0.18966528,0.00214332,4.6999999999999995e-07
0.1906688,0.00216288,1.5667199999999999e-06
0.19167232,0.00212253,3.6930299999999996e-06
0.19267584,0.00209319,2.22377e-06
0.19367936,0.00210419,-8.23e-09
0.19468288,0.00214209,2.3659999999999998e-08
0.19568639999999998,0.00217755,2.664e-08
0.19668992,0.00214698,-3.0836e-07
0.19769344,0.00203205,-4.2476999999999996e-07
0.19869696,0.00198315,4.5824999999999996e-07
0.19970047999999999,0.0020149400000000002,3.6456999999999997e-06
0.200704,0.00205039,3.46548e-06
0.20170752,0.00205406,2.0843999999999998e-07
0.20271103999999998,0.00202105,-7.292799999999999e-07
0.20371456,0.00196481,-8.9985e-07
0.20471808,0.00195258,-1.6461e-07
0.2057216,0.00204061,5.960399999999999e-07
0.20672511999999998,0.00211886,2.612e-07
0.20772864,0.00210419,1.4561e-06
0.20873216,0.00206507,2.72358e-06
0.20973567999999998,0.00204673,1.19279e-06
0.2107392,0.00207729,-2.8e-09
0.21174272,0.00213231,1.1797999999999999e-07
0.21274624,0.00218122,-5.013e-08
0.21374975999999998,0.00211397,-4.6280999999999995e-07
0.21475328,0.00199782,-4.3825999999999996e-07
0.2157568,0.00196114,1.8686e-06
0.21676032,0.00201371,5.55743e-06
0.21776384,0.00205651,3.26949e-06
0.21876736,0.00205406,-4.1372e-07
0.21977088,0.0020198300000000002,-7.709999999999999e-07
0.22077439999999998,0.00197092,-7.284e-07
0.22177792,0.00202594,2.4753e-07
0.22278144,0.00212375,7.0158e-07
0.22378496,0.00217633,4.5543999999999995e-07
0.22478847999999998,0.00217266,2.1164899999999997e-06
0.225792,0.00217022,2.2910899999999997e-06
0.22679552,0.00219711,4.2143e-07
0.22779903999999998,0.00225458,1.1271999999999999e-07
0.22880256,0.00229615,-2.3489999999999997e-08
0.22980608,0.00225458,-3.7322999999999996e-07
0.2308096,0.00214087,-5.6589e-07
0.23181311999999998,0.00203939,1.5479e-07
0.23281664,0.0020345,3.0056499999999998e-06
0.23382016,0.00208707,3.32558e-06
0.23482367999999998,0.00210419,7.743299999999999e-07
0.2358272,0.00208585,-5.8254e-07
0.23683072,0.0020528400000000002,-8.230699999999999e-07
0.23783424,0.00202839,-2.5506999999999997e-07
0.23883775999999998,0.0021262,6.309299999999999e-07
0.23984128,0.0022179,5.5134e-07
0.2408448,0.0022240100000000002,2.12998e-06
0.24184832,0.00218489,4.17793e-06
0.24285183999999999,0.00214576,1.6883799999999999e-06
0.24385536,0.00215677,-1.016e-08
0.24485888,0.00220934,8.73e-08
0.24586239999999998,0.00224235,4.452e-08
0.24686592,0.00218856,-3.4272e-07
0.24786944,0.00207729,-4.9471e-07
0.24887296,0.00203205,1.4259499999999999e-06
0.24987647999999998,0.00204306,4.92036e-06
0.25088,0.00207729,3.3357499999999998e-06
0.25188351999999997,0.00208707,-1.4655e-07
0.25288704,0.00206384,-6.6126e-07
0.25389056,0.00203083,-7.3611e-07
0.25489407999999997,0.00205651,1.4445e-07
0.2558976,0.00216532,6.702e-07
0.25690112,0.00222646,6.0586e-07
0.25790464,0.002202,2.58631e-06
0.25890816,0.00216655,2.8626e-06
0.25991168,0.00215554,6.1375e-07
0.2609152,0.00217511,-2.191e-08
0.26191872,0.00221179,9.098e-08
0.26292224,0.0022448,-1.016e-08
0.26392576,0.00218366,-4.1951e-07
0.26492928,0.00208952,-4.4699999999999997e-08
0.26593279999999997,0.0021005200000000003,2.96498e-06
0.26693632,0.00213476,5.11881e-06
0.26793984,0.0021531000000000002,1.5081699999999998e-06
0.26894335999999996,0.00214087,-6.088399999999999e-07
0.26994688,0.0020956300000000002,-8.2044e-07
0.2709504,0.00205039,-5.3889e-07
0.27195392,0.00210786,4.5754999999999996e-07
0.27295744,0.00221179,6.6055e-07
0.27396096,0.00227536,1.41403e-06
0.27496448,0.00225213,4.00911e-06
0.275968,0.00223868,3.18078e-06
0.27697151999999997,0.00225825,1.4603e-07
0.27797504,0.00228759,-7.359999999999999e-09
0.27897856,0.00230593,2.6199999999999996e-09
0.27998207999999997,0.00228759,-2.0738e-07
0.2809856,0.00219956,-3.9881999999999997e-07
0.28198912,0.00214332,4.43e-07
0.28299264,0.00216655,3.88411e-06
0.28399616,0.0022179,3.98772e-06
0.28499968,0.00223991,3.0818999999999996e-07
0.2860032,0.00221179,-6.3286e-07
0.28700672,0.00217022,-8.1237e-07
0.28801024,0.00216532,-1.8109e-07
0.28901376,0.00224113,6.363599999999999e-07
0.29001728,0.00230349,4.3475999999999996e-07
0.29102079999999997,0.00228515,2.3831299999999997e-06
0.29202432,0.00223624,3.6977599999999997e-06
0.29302784,0.00221545,1.06201e-06
0.29403135999999996,0.00222646,-6.118e-08
0.29503488,0.0022533600000000003,1.8929999999999998e-08
0.2960384,0.00227414,-6.311e-08
0.29704192,0.00221668,-3.8357e-07
0.29804544,0.00212375,-2.8399e-07
0.29904896,0.00208707,1.6969699999999998e-06
0.30005248,0.00212253,4.32764e-06
0.301056,0.0021531000000000002,2.1661e-06
0.30205951999999997,0.00215677,-4.1336999999999995e-07
0.30306304,0.00213231,-7.312e-07
0.30406656,0.00208585,-7.2349e-07
0.30507007999999997,0.0021286400000000002,1.7811e-07
0.3060736,0.0022337900000000003,6.295299999999999e-07
0.30707712,0.00228881,4.9524e-07
0.30808064,0.00226436,2.2958299999999997e-06
0.30908416,0.00220323,2.20589e-06
0.31008768,0.00218122,2.2316e-07
0.3110912,0.0021958900000000003,-3.453e-08
0.31209472,0.0022240100000000002,-1.788e-08
0.31309823999999997,0.00222034,-1.9352999999999999e-07
0.31410176,0.00214209,-4.0460999999999997e-07
0.31510528,0.00207118,-7.205e-08
0.31610879999999997,0.00206629,2.8638199999999997e-06
0.31711232,0.00210664,5.29236e-06
0.31811584,0.00213965,1.2350399999999999e-06
0.31911935999999996,0.00210175,-7.0351e-07
0.32012288,0.00205651,-8.276199999999999e-07
0.3211264,0.00204673,-3.1729999999999996e-07
0.32212992,0.00213598,6.2672e-07
0.32313344,0.00224969,5.282e-07
0.32413696,0.00227903,1.13862e-06
0.32514048,0.00226314,3.00337e-06
0.326144,0.00226069,1.6724299999999998e-06
0.32714751999999997,0.0023096,1.2376e-07
0.32815104,0.00235239,1.1411999999999999e-07
0.32915456,0.00237684,-6.731e-08
0.33015807999999996,0.00231082,-4.7823e-07
0.3311616,0.00219467,-4.7087e-07
0.33216512,0.00214454,1.19454e-06
0.33316864,0.00215921,4.437909999999999e-06
0.33417216,0.00218366,3.32208e-06
0.33517568,0.00216899,-6.888999999999999e-08
0.3361792,0.00214943,-7.6434e-07
0.33718272,0.00209808,-8.0045e-07
0.33818623999999997,0.00210541,7.625e-08
0.33918976,0.00221179,6.2725e-07
0.34019328,0.00227292,7.369899999999999e-07
0.34119679999999997,0.00225825,3.21794e-06
0.34220032,0.00222279,4.32133e-06
0.34320384,0.00222646,9.6156e-07
0.34420735999999996,0.00226925,1.1113999999999999e-07
0.34521088,0.00234261,1.9757e-07
0.3462144,0.00237684,-9.640999999999999e-08
0.34721792,0.00228881,-3.7971e-07
0.34822144,0.00220445,-1.4496999999999998e-07
0.34922496,0.00219956,2.49936e-06
0.35022848,0.00223991,4.58096e-06
0.351232,0.0022533600000000003,1.61984e-06
0.35223551999999997,0.00223868,-4.7666e-07
0.35323904,0.00221545,-7.568e-07
0.35424256,0.00217511,-5.2364e-07
0.35524607999999996,0.00222157,3.2694e-07
0.3562496,0.00231204,5.1119e-07
0.35725312,0.00233038,1.82653e-06
0.35825664,0.00229859,3.73195e-06
0.35926016,0.00226069,2.23184e-06
0.36026368,0.00226681,4.996e-08
0.3612672,0.00230226,2.524e-08
0.36227072,0.00233038,7.18e-09
0.36327423999999997,0.00230593,-2.8417e-07
0.36427776,0.00218489,-5.178499999999999e-07
0.36528128,0.0021200900000000003,3.706e-07
0.36628479999999997,0.00212253,4.40232e-06
0.36728832,0.00215677,4.0631e-06
0.36829184,0.00216288,2.6261e-07
0.36929535999999996,0.00213109,-6.4215e-07
